1571883411.174545	5540669	-0.039504	0.156027	0.070108	-0.008109	0.026212	0.021217	-0.999398	
1571883411.184742	5540670	-0.039455	0.156010	0.070059	-0.008165	0.026091	0.021248	-0.999400	
1571883411.204784	5540672	-0.039425	0.155997	0.070072	-0.008218	0.025942	0.021427	-0.999400	
1571883411.224791	5540674	-0.039475	0.156023	0.070091	-0.008146	0.026096	0.021455	-0.999396	
1571883411.244886	5540676	-0.039460	0.156031	0.070133	-0.008081	0.026247	0.021167	-0.999399	
1571883411.264724	5540678	-0.039427	0.156027	0.070082	-0.008100	0.025953	0.021274	-0.999404	
1571883411.284809	5540680	-0.039491	0.156031	0.070111	-0.008079	0.026304	0.021207	-0.999396	
1571883411.304819	5540682	-0.039511	0.156029	0.070108	-0.008079	0.026369	0.021135	-0.999396	
1571883411.324790	5540684	-0.039448	0.156027	0.070076	-0.008166	0.025982	0.021469	-0.999399	
1571883411.344795	5540686	-0.039420	0.156023	0.070093	-0.008137	0.025963	0.021155	-0.999406	
1571883411.364757	5540688	-0.039485	0.156032	0.070073	-0.008179	0.026111	0.021494	-0.999395	
1571883411.384786	5540690	-0.039483	0.156056	0.070151	-0.008052	0.026225	0.021275	-0.999397	
1571883411.404753	5540692	-0.039484	0.156011	0.070048	-0.008202	0.026081	0.021556	-0.999394	
1571883411.424766	5540694	-0.039417	0.156015	0.070049	-0.008153	0.025973	0.021358	-0.999401	
1571883411.444804	5540696	-0.039432	0.156013	0.070072	-0.008173	0.025916	0.021326	-0.999403	
1571883411.464741	5540698	-0.039451	0.156012	0.070099	-0.008149	0.025995	0.021379	-0.999400	
1571883411.484780	5540700	-0.039419	0.156010	0.070076	-0.008186	0.025918	0.021267	-0.999404	
1571883411.504776	5540702	-0.039433	0.156007	0.070077	-0.008180	0.025959	0.021342	-0.999402	
1571883411.524662	5540704	-0.039495	0.156039	0.070135	-0.008113	0.026235	0.021048	-0.999401	
1571883411.544691	5540706	-0.039466	0.156029	0.070102	-0.008109	0.026203	0.021184	-0.999399	
1571883411.564625	5540708	-0.039450	0.156026	0.070077	-0.008132	0.025996	0.021354	-0.999401	
1571883411.584663	5540710	-0.039426	0.156003	0.070032	-0.008168	0.026001	0.021407	-0.999399	
1571883411.604660	5540712	-0.039486	0.156047	0.070153	-0.008068	0.026231	0.020991	-0.999403	
1571883411.624626	5540714	-0.039497	0.156034	0.070142	-0.008084	0.026227	0.021050	-0.999402	
1571883411.644641	5540716	-0.039470	0.156012	0.070064	-0.008158	0.025986	0.021246	-0.999403	
1571883411.664749	5540718	-0.039468	0.156018	0.070057	-0.008181	0.026058	0.021524	-0.999395	
1571883411.684673	5540720	-0.039422	0.155998	0.070065	-0.008166	0.026016	0.021374	-0.999400	
1571883411.704733	5540722	-0.039419	0.156029	0.070077	-0.008161	0.025903	0.021387	-0.999402	
1571883411.724699	5540724	-0.039479	0.156036	0.070152	-0.008101	0.026209	0.021076	-0.999401	
1571883411.744763	5540726	-0.039495	0.156031	0.070120	-0.008066	0.026289	0.021096	-0.999399	
1571883411.764652	5540728	-0.039414	0.155986	0.070072	-0.008214	0.025839	0.021424	-0.999403	
1571883411.784617	5540730	-0.039462	0.156010	0.070066	-0.008151	0.026025	0.021363	-0.999400	
1571883411.804666	5540732	-0.039514	0.156037	0.070133	-0.008076	0.026296	0.021077	-0.999399	
1571883411.824670	5540734	-0.039528	0.156038	0.070124	-0.008042	0.026400	0.021322	-0.999392	
1571883411.844602	5540736	-0.039521	0.156050	0.070134	-0.008085	0.026312	0.021272	-0.999395	
1571883411.864634	5540738	-0.039435	0.156015	0.070069	-0.008149	0.025941	0.021531	-0.999398	
1571883411.884606	5540740	-0.039414	0.156020	0.070088	-0.008154	0.025911	0.021440	-0.999401	
1571883411.904611	5540742	-0.039463	0.156008	0.070069	-0.008114	0.026115	0.021365	-0.999398	
1571883411.924635	5540744	-0.039442	0.155999	0.070079	-0.008187	0.025984	0.021440	-0.999399	
1571883411.944619	5540746	-0.039462	0.156025	0.070088	-0.008112	0.026141	0.021480	-0.999395	
1571883411.964631	5540748	-0.039438	0.156002	0.070090	-0.008170	0.025965	0.021311	-0.999402	
1571883411.984757	5540750	-0.039395	0.156009	0.070071	-0.008094	0.025932	0.021324	-0.999404	
1571883412.004759	5540752	-0.039424	0.156017	0.070060	-0.008129	0.025955	0.021484	-0.999399	
1571883412.024789	5540754	-0.039386	0.156014	0.070086	-0.008172	0.025816	0.021519	-0.999402	
1571883412.044753	5540756	-0.039441	0.156021	0.070055	-0.008150	0.025944	0.021238	-0.999405	
1571883412.064739	5540758	-0.039447	0.156012	0.070084	-0.008197	0.026027	0.021311	-0.999400	
1571883412.084749	5540760	-0.039497	0.156041	0.070134	-0.008103	0.026210	0.021290	-0.999397	
1571883412.104745	5540762	-0.039416	0.156021	0.070097	-0.008102	0.025911	0.021270	-0.999405	
1571883412.124780	5540764	-0.039417	0.156015	0.070091	-0.008160	0.025902	0.021242	-0.999406	
1571883412.144859	5540766	-0.039433	0.156007	0.070044	-0.008161	0.026017	0.021608	-0.999395	
1571883412.164710	5540768	-0.039379	0.156005	0.070075	-0.008143	0.025885	0.021366	-0.999403	
1571883412.184740	5540770	-0.039441	0.156005	0.070062	-0.008142	0.026064	0.021333	-0.999399	
